SQLDATE,Pair_ID,Total_Events,Conflict_Events,Avg_Goldstein,Avg_Tone,Total_Mentions,Events_3d_sum,Events_7d_sum,Events_14d_sum,Tone_7d_mean,Goldstein_7d_mean,Goldstein_momentum,Tone_7d_std,V_b,Target_Escalation
2025-12-18,IRN-UKR,0,0,0.0,0.0,0,6.0,6.0,6.0,-0.7160463741303261,0.7222222222222222,0.0,1.2402287005691979,9.333333333333332,0.0
2025-12-18,ISR-UKR,5,5,1.2,-1.185269744812432,5,14.0,14.0,14.0,-0.9670900123398202,1.9000000000000001,-0.4666666666666668,8.058159153022434,21.0,0.0
2025-12-18,IRN-PAK,7,5,3.7142857142857144,-2.5166860478872812,7,53.0,53.0,53.0,-3.072928578012451,3.118730158730159,0.8342857142857145,0.7077209643705684,30.333333333333332,0.0
2025-12-18,ISR-TWN,0,0,0.0,0.0,0,6.0,6.0,6.0,0.10449320794148333,0.7777777777777778,0.0,0.18098754520050883,4.666666666666666,0.0
2025-12-18,CHN-IND,11,3,5.2727272727272725,-0.8101225053702429,12,29.0,29.0,29.0,-1.3819194107261348,4.799242424242425,2.1477272727272725,1.1927330626241177,11.666666666666668,0.0
2025-12-18,IRN-RUS,30,16,3.8666666666666667,-3.145132694285197,30,322.0,322.0,322.0,-0.9309137473133386,3.496366099426283,0.7568400770712911,2.1020360050985545,478.3333333333333,0.0
2025-12-19,IND-UKR,0,0,0.0,0.0,0,3.0,3.0,3.0,-1.25,0.5,0.0,2.5,0.0,0.0
2025-12-19,RUS-UKR,652,254,3.544478527607362,-2.904228398214553,733,1971.0,2822.0,2822.0,-2.8737230076245903,3.2935466653288894,0.11008938733586904,0.4980853507841286,1844.5,0.0
2025-12-19,IRN-UKR,1,1,1.0,-3.37512054001929,1,1.0,7.0,7.0,-1.380814915602567,0.7916666666666666,1.0,1.6712611030999602,8.75,0.0
2025-12-19,CHN-RUS,67,34,2.985074626865672,-0.937823017009173,67,196.0,232.0,232.0,-1.1837432035202813,3.4576817001946787,-0.08159203980099505,0.492113129047434,180.25,0.0
2025-12-19,IND-PAK,29,3,2.6551724137931036,-3.7325913939940896,29,99.0,164.0,164.0,-3.723637354878248,2.935121774776947,-0.306366047745358,0.5945866930243102,66.5,0.0
2025-12-19,CHN-UKR,25,13,3.36,0.4134045882887167,25,86.0,90.0,90.0,-0.31317983095193513,3.774963768115942,0.4034782608695653,1.99121126293535,68.25,0.0
2025-12-19,IND-RUS,8,2,3.375,-0.9921556440344812,8,44.0,64.0,64.0,-1.8690352733304054,2.8292795566502464,-0.19642857142857162,2.1178043746060844,22.75,0.0
2025-12-19,PAK-RUS,5,0,1.4,-7.22495894909688,5,27.0,99.0,99.0,-0.9942506630715022,2.660921717171717,-1.4181818181818184,4.226504195871918,89.25,0.0
2025-12-19,CHN-IRN,17,13,2.7058823529411766,-2.044039162284977,17,75.0,89.0,89.0,-2.0686662777460922,3.001076833054305,-0.11229946524064172,0.695052818367896,96.25,0.0
2025-12-19,ISR-RUS,50,8,2.92,-3.710973058377562,52,72.0,87.0,87.0,-3.6732379273097364,3.3141880341880343,0.8088888888888888,1.160216702852923,42.0,0.0
2025-12-19,IND-ISR,0,0,0.0,0.0,0,2.0,4.0,4.0,-2.371120167929414,1.0,0.0,2.7764851789157143,0.0,0.0
2025-12-19,CHN-TWN,145,49,4.43448275862069,-2.469274628662597,145,438.0,520.0,520.0,-1.820104071715869,4.420158302486771,0.47151979565772706,0.5117919463213061,266.0,0.0
2025-12-19,IND-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,IRN-ISR,88,23,3.602272727272727,-5.021575552174654,91,338.0,384.0,384.0,-4.303059507360093,3.304022117995633,0.07449494949494939,0.5461180752033293,175.0,1.0
2025-12-19,TWN-UKR,2,2,2.0,0.0,2,2.0,2.0,2.0,0.0,0.5,2.0,0.0,3.5,0.0
2025-12-19,CHN-PAK,8,0,2.5,-0.3674445455785202,8,61.0,64.0,64.0,0.7401253763334948,4.870907738095238,-2.53125,1.422684984175015,52.5,0.0
2025-12-19,IRN-RUS,52,24,2.8846153846153846,-2.1188707500407165,52,255.0,374.0,374.0,-1.227902997995183,3.3434284207235585,-0.9820512820512821,1.8161811687997191,400.75,0.0
2025-12-19,CHN-IND,28,10,3.25,-3.879415008016956,28,55.0,57.0,57.0,-2.00629331004884,4.411931818181818,-2.0227272727272725,1.583596909066897,26.25,0.0
2025-12-19,CHN-ISR,0,0,0.0,0.0,0,23.0,23.0,23.0,0.0059981132221065825,1.3923076923076922,-2.8,1.0686851938092237,26.25,0.0
2025-12-19,IND-IRN,0,0,0.0,0.0,0,4.0,4.0,4.0,-1.0359181170699499,0.75,-3.0,2.0718362341398997,0.0,0.0
2025-12-19,ISR-UKR,13,3,2.5384615384615383,-0.8716454768551469,13,21.0,27.0,27.0,-0.9432288784686519,2.059615384615385,1.3384615384615384,6.579632464796036,21.0,0.0
2025-12-19,ISR-PAK,12,7,3.0,0.7620426353719975,12,95.0,108.0,108.0,-1.9302080833963937,2.6992035742035743,0.18181818181818166,2.0035178317764446,61.25,0.0
2025-12-19,PAK-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,IRN-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-19,ISR-TWN,2,0,4.0,-1.25786163522013,2,2.0,8.0,8.0,-0.23609550284892,1.5833333333333335,4.0,0.697022482193566,3.5,0.0
2025-12-19,RUS-TWN,2,1,6.0,-2.52852376197913,2,34.0,34.0,34.0,-1.0407580849490516,2.748987854251012,3.8461538461538463,1.0656618940492806,19.25,0.0
2025-12-19,PAK-UKR,0,0,0.0,0.0,0,2.0,6.0,6.0,-1.8291330944688637,1.1875,0.0,2.145180622605125,3.5,0.0
2025-12-19,IRN-PAK,22,11,3.3636363636363638,-1.8795711042781968,22,54.0,75.0,75.0,-2.7745892095788873,3.17995670995671,-0.35064935064935066,0.8306251605281539,42.0,0.0
2025-12-20,PAK-RUS,4,0,2.0,0.79575596816977,4,20.0,103.0,103.0,-0.6362493368232478,2.528737373737374,0.6000000000000001,3.7467756853419636,71.39999999999999,0.0
2025-12-20,ISR-PAK,25,14,3.2,-0.5230112244640243,25,48.0,133.0,133.0,-1.64876871160992,2.7993628593628594,0.20000000000000018,1.845698614791284,68.60000000000001,0.0
2025-12-20,IRN-PAK,4,0,2.5,-3.125,4,33.0,79.0,79.0,-2.8446713676631097,3.043965367965368,-0.8636363636363638,0.7362140737486115,33.6,0.0
2025-12-20,RUS-UKR,559,221,3.1645796064400717,-3.263818469768957,623,1874.0,3381.0,3381.0,-2.9517421000534636,3.2677532535511262,-0.3798989211672903,0.4652973849232733,1785.0,0.0
2025-12-20,CHN-RUS,24,12,2.625,-1.0795484019999746,24,151.0,256.0,256.0,-1.16290424321622,3.291145360155743,-0.3600746268656718,0.4287222995931207,161.0,0.0
2025-12-20,CHN-ISR,2,2,5.0,-1.22448979591837,2,12.0,25.0,25.0,-0.24009946860598874,2.1138461538461537,5.0,1.0767479424212865,23.8,0.0
2025-12-20,ISR-UKR,11,10,2.5454545454545454,0.21935519361223452,11,29.0,38.0,38.0,-0.7107120640524747,2.156783216783217,0.006993006993007089,5.721799793227626,30.800000000000004,0.0
2025-12-20,TWN-UKR,0,0,0.0,0.0,0,2.0,2.0,2.0,0.0,0.4,-2.0,0.0,2.8000000000000003,0.0
2025-12-20,ISR-RUS,11,2,2.272727272727273,-2.869477432724509,11,70.0,98.0,98.0,-3.512485828392691,3.105895881895882,-0.647272727272727,1.0671378939553027,36.4,0.0
2025-12-20,CHN-IRN,12,10,3.4166666666666665,0.22093065659487987,12,40.0,101.0,101.0,-1.6107468908778977,3.0841947997767774,0.7107843137254899,1.187760346025065,91.0,0.0
2025-12-20,IND-IRN,0,0,0.0,0.0,0,4.0,4.0,4.0,-0.8287344936559599,0.6,0.0,1.8531066631135944,0.0,0.0
2025-12-20,IRN-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-20,PAK-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-20,RUS-TWN,0,0,0.0,0.0,0,15.0,34.0,34.0,-0.8326064679592413,2.1991902834008097,-6.0,1.0336159502440394,15.400000000000002,0.0
2025-12-20,PAK-UKR,4,0,2.0,0.79575596816977,4,4.0,10.0,10.0,-1.304155281941137,1.35,2.0,2.1975801341321706,2.8000000000000003,0.0
2025-12-20,CHN-PAK,10,6,4.1,-0.039413419854564966,10,50.0,74.0,74.0,0.5842176170958828,4.71672619047619,1.5999999999999996,1.2804532674409728,50.4,1.0
2025-12-20,CHN-TWN,46,9,4.717391304347826,-4.058785624286615,46,353.0,566.0,566.0,-2.267840382230018,4.479604902858982,0.2829085457271363,1.0948914402823806,225.40000000000003,0.0
2025-12-20,IRN-RUS,21,6,2.142857142857143,-2.8049081006548446,21,103.0,395.0,395.0,-1.5433040185271154,3.1033141651502754,-0.7417582417582418,1.723738537943025,329.0,0.0
2025-12-20,IRN-ISR,262,82,3.3244274809160306,-4.628405021546476,262,458.0,646.0,646.0,-4.3681286101973695,3.3081031905797125,-0.2778452463566965,0.49482689373970196,254.79999999999998,1.0
2025-12-20,IND-PAK,15,1,3.2666666666666666,-5.909077613036875,15,70.0,179.0,179.0,-4.1607254065099735,3.0014307531548914,0.611494252873563,1.104708027506489,54.6,0.0
2025-12-20,IND-RUS,8,6,4.0,-3.647249412569845,8,23.0,72.0,72.0,-2.2246781011782932,3.063423645320197,0.625,1.9990574358491338,26.599999999999998,0.0
2025-12-20,CHN-UKR,10,5,2.1,-2.1986336722169413,10,81.0,100.0,100.0,-0.6902705992049364,3.439971014492754,-1.2599999999999998,1.9195517595883256,61.60000000000001,0.0
2025-12-20,IND-ISR,1,1,2.0,2.01612903225807,1,1.0,5.0,5.0,-1.4936703278919168,1.2,2.0,3.103424490858947,1.4000000000000001,0.0
2025-12-20,IND-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-20,ISR-TWN,0,0,0.0,0.0,0,2.0,8.0,8.0,-0.188876402279136,1.2666666666666668,-4.0,0.6128037800189853,2.8000000000000003,0.0
2025-12-20,IND-UKR,8,0,1.75,2.81020828756447,8,8.0,11.0,11.0,-0.437958342487106,0.75,1.75,2.8256960678178817,0.0,0.0
2025-12-20,IRN-UKR,1,0,6.0,-3.44827586206897,1,2.0,8.0,8.0,-1.7943071048958477,1.8333333333333333,5.0,1.7174732047644654,7.0,0.0
2025-12-20,CHN-IND,17,3,3.0588235294117645,-1.3547047165038888,18,56.0,74.0,74.0,-1.8759755913398497,4.141310160427808,-0.1911764705882355,1.4020513246141348,25.2,0.0
2025-12-21,CHN-TWN,26,6,4.615384615384615,-2.81225609948081,26,217.0,592.0,592.0,-2.35857633510515,4.502234854946588,-0.10200668896321119,1.004205104382491,194.83333333333331,0.0
2025-12-21,ISR-UKR,5,2,3.6,-1.922249232330864,5,29.0,43.0,43.0,-0.9126349254322061,2.3973193473193475,1.0545454545454547,5.1415786827306675,28.0,0.0
2025-12-21,CHN-IRN,0,0,0.0,0.0,0,29.0,101.0,101.0,-1.3422890757315813,2.5701623331473145,-3.4166666666666665,1.2494147841091316,75.83333333333334,0.0
2025-12-21,RUS-UKR,629,216,3.138314785373609,-1.8927250261402702,787,1840.0,4010.0,4010.0,-2.775239254401265,3.24618017552154,-0.026264821066462662,0.600100701776871,1739.5,0.0
2025-12-21,CHN-RUS,15,0,5.066666666666666,-2.153660920531524,15,106.0,271.0,271.0,-1.3280303561021038,3.587065577907564,2.4416666666666664,0.5573527133472492,134.16666666666669,1.0
2025-12-21,TWN-UKR,1,1,10.0,-3.33633904418395,1,3.0,3.0,3.0,-0.5560565073639917,2.0,10.0,1.3620547111959362,3.5,0.0
2025-12-21,IND-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-21,IND-ISR,1,0,4.0,-3.06569343065694,1,2.0,6.0,6.0,-1.755674178352754,1.6666666666666667,2.0,2.8490122783709304,1.1666666666666665,0.0
2025-12-21,ISR-RUS,3,1,7.333333333333333,-2.6759982705031398,4,64.0,101.0,101.0,-3.3730712354110994,3.8104687904687906,5.0606060606060606,1.0137283660772372,31.5,0.0
2025-12-21,IRN-ISR,176,32,3.227272727272727,-5.7019525545219505,176,526.0,822.0,822.0,-4.590432600918133,3.294631446695215,-0.0971547536433035,0.701710274655238,249.66666666666666,1.0
2025-12-21,CHN-PAK,8,2,2.5,-4.2732853439820655,8,26.0,82.0,82.0,-0.22536620975044186,4.347271825396825,-1.5999999999999996,2.2900227711153986,44.33333333333333,1.0
2025-12-21,IRN-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-21,RUS-TWN,0,0,0.0,0.0,0,2.0,34.0,34.0,-0.6938387232993678,1.8326585695006747,0.0,0.9850017603167204,12.833333333333332,0.0
2025-12-21,PAK-TWN,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-12-21,CHN-ISR,0,0,0.0,0.0,0,2.0,25.0,25.0,-0.20008289050499062,1.7615384615384615,-5.0,0.9680479659315745,19.833333333333336,0.0
2025-12-21,PAK-UKR,0,0,0.0,0.0,0,4.0,10.0,10.0,-1.0867960682842808,1.125,-2.0,2.036407847980128,2.333333333333333,0.0
2025-12-21,IRN-RUS,18,8,2.9444444444444446,-3.498948082157486,22,91.0,413.0,413.0,-1.8692446957988438,3.0768358783659706,0.8015873015873018,1.736215305874846,283.5,0.0
2025-12-21,IND-PAK,11,2,3.1818181818181817,-2.052111773681372,11,55.0,190.0,190.0,-3.80928980103854,3.031495324598773,-0.08484848484848495,1.3104753983147726,47.83333333333333,0.0
2025-12-21,IRN-PAK,6,0,4.166666666666667,2.932231828668638,6,32.0,85.0,85.0,-1.8818541682744854,3.2310822510822512,1.666666666666667,2.4486140338035614,28.0,0.0
2025-12-21,IRN-UKR,1,0,6.0,-3.30788804071247,1,3.0,9.0,9.0,-2.046570594198618,2.5277777777777777,0.0,1.6557755208597549,5.833333333333334,0.0
